Time (sec)	AF Correction 1 (%)	AF Learning 1 (%)	AF Sens 1 Ratio (AFR)	AVCS Exh Left (°)	AVCS Exh Right (°)	AVCS In Left (°)	AVCS In Right (°)	Accel Position (%)	Baro Pressure (psi)	Boost (psi)	CL Fuel Target (AFR)	Calculated Load (g/rev)	Comm Fuel Final (AFR)	Coolant Temp (F)	Dyn Adv Mult (DAM)	EGR Commanded (steps)	Ethanol Conc FINAL (%)	Ethanol Conc RAW (%)	Feedback Knock (°)	Fine Knock Learn (°)	Gear Position (gear)	Ign Comp IAT (°)	Ignition Timing (°)	Inj Duty Cycle (%)	Inj Timing H EOI NEW (°)	Inj Timing H SOI NEW (°)	Intake Temp (F)	Intake Temp Manifold (F)	KS Noise Cyl 1 (raw)	KS Noise Cyl 2 (raw)	KS Noise Cyl 3 (raw)	KS Noise Cyl 4 (raw)	MAF Corr Final (g/s)	MAF Freq (kHz)	Oil Temp (F)	RPM (RPM)	Req Torque (Nm)	Roughness Cyl 1 (count)	Roughness Cyl 2 (count)	Roughness Cyl 3 (count)	Roughness Cyl 4 (count)	Sns Fuel Press MONITOR (psi)	TD Prop WG Pos Corr (mm)	TGV Map Ratio (mult)	Target Boost Final Rel (psi)	Throttle Pos (%)	Wastegate Init Pos Final (mm)	Wastegate Pos Actual (mm)	Wastegate Pos Comm (mm)	Wastegate Pos Learn Corr (mm)	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 1 93 Octane Baseline]
1.330	0.30	1.80	14.71	0.0	0.0	30.0	30.0	0.0	14.5	-11.00	14.71	0.45	14.71	170	1.000	0	9.5	9.5	0.00	0.00	0	0.0	15.0	8.2	0.0	0.0	88	93	47	53	44	48	8.9	2500	200	892	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.354	0.30	1.80	14.71	0.0	0.0	30.0	30.0	0.0	14.5	-10.93	14.71	0.45	14.71	170	1.000	0	9.5	9.5	0.00	0.00	0	0.0	15.0	8.2	0.0	0.0	88	93	58	40	51	47	9.0	2500	200	895	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.374	0.30	1.80	14.71	0.0	0.0	30.0	30.0	0.0	14.5	-11.18	14.71	0.45	14.71	170	1.000	0	9.5	9.5	0.00	0.00	0	0.0	15.0	8.2	0.0	0.0	88	93	44	55	44	40	9.0	2500	200	904	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.396	0.30	1.80	14.71	0.0	0.0	30.0	30.0	0.0	14.5	-10.86	14.71	0.45	14.71	170	1.000	0	9.5	9.5	0.00	0.00	0	0.0	15.0	8.2	0.0	0.0	88	93	44	53	59	46	9.1	2500	200	909	0	0	0	0	0	2156	0.0	1.0	0.00	0.0	0.0	0.00	0.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.420	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	80	77	77	79	20.0	2500	200	2000	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.442	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	84	89	84	80	20.1	2500	200	2012	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.462	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	87	73	88	87	20.2	2500	200	2025	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.482	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	77	90	79	85	20.4	2500	200	2038	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.508	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	86	89	71	90	20.5	2500	200	2050	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.528	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	89	80	87	74	20.6	2500	200	2062	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.554	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	80	74	84	82	20.8	2500	200	2075	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.578	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	70	90	89	79	20.9	2500	200	2088	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.600	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	86	81	89	88	21.0	2500	200	2100	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.624	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	75	86	71	76	21.1	2500	200	2112	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.646	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	88	70	79	80	21.2	2500	200	2125	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.668	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	77	87	86	78	21.4	2500	200	2138	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.694	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	85	77	79	80	21.5	2500	200	2150	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.716	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	76	82	87	71	21.6	2500	200	2162	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.740	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	79	75	75	73	21.8	2500	200	2175	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.762	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	76	72	90	76	21.9	2500	200	2188	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.788	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	77	90	73	87	22.0	2500	200	2200	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.808	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	79	90	76	85	22.1	2500	200	2212	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.830	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	74	79	90	71	22.2	2500	200	2225	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.854	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	86	89	80	87	22.4	2500	200	2238	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.878	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	90	81	75	90	22.5	2500	200	2250	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.902	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	76	82	85	73	22.6	2500	200	2262	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.924	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	77	82	80	81	22.8	2500	200	2275	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.948	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	78	86	77	82	22.9	2500	200	2288	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
1.974	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	75	90	73	84	23.0	2500	200	2300	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.000	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	88	75	84	70	23.1	2500	200	2312	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.026	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	70	88	79	70	23.2	2500	200	2325	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.052	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	80	83	88	88	23.4	2500	200	2338	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.076	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	77	73	89	75	23.5	2500	200	2350	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.098	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	80	89	86	75	23.6	2500	200	2362	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.120	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	77	76	81	85	23.8	2500	200	2375	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.144	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	80	87	82	76	23.9	2500	200	2388	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.166	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	72	81	77	86	24.0	2500	200	2400	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.190	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	90	85	73	78	24.1	2500	200	2412	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.216	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	81	70	75	87	24.2	2500	200	2425	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.238	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	86	82	84	85	24.4	2500	200	2438	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.260	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	73	73	89	89	24.5	2500	200	2450	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.280	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	72	73	71	72	24.6	2500	200	2462	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.300	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	89	89	78	82	24.8	2500	200	2475	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.326	0.30	1.80	14.71	0.0	0.0	15.0	15.0	25.0	14.5	-3.00	14.71	1.10	14.71	170	1.000	0	9.5	9.5	0.00	0.00	2	0.0	15.0	15.0	0.0	0.0	88	93	74	74	74	79	24.9	2500	200	2488	75	0	0	0	0	2156	0.0	1.0	0.00	25.0	0.0	2.00	2.00	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.346	0.00	0.00	11.83	0.0	0.0	0.0	0.0	100.0	14.5	0.00	14.71	2.50	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	20.0	0.0	0.0	95	100	210	205	199	203	26.0	2500	210	2600	300	0	0	0	0	2156	0.0	1.0	0.00	100.0	0.0	8.67	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.370	0.00	0.00	11.93	0.0	0.0	0.0	0.0	100.0	14.5	0.37	14.71	2.51	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	20.6	0.0	0.0	95	100	198	192	204	203	26.4	2500	210	2638	300	0	0	0	0	2156	0.0	1.0	0.40	100.0	0.0	8.40	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.392	0.00	0.00	11.83	0.0	0.0	0.0	0.0	100.0	14.5	0.74	14.71	2.53	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	21.2	0.0	0.0	95	100	210	199	195	203	26.8	2500	210	2676	300	0	0	0	0	2156	0.0	1.0	0.80	100.0	0.0	8.57	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.414	0.00	0.00	11.87	0.0	0.0	0.0	0.0	100.0	14.5	1.12	14.71	2.54	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	21.9	0.0	0.0	95	100	198	192	202	202	27.1	2500	210	2714	300	0	0	0	0	2156	0.0	1.0	1.20	100.0	0.0	8.47	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.438	0.00	0.00	11.96	0.0	0.0	0.0	0.0	100.0	14.5	1.49	14.71	2.55	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	22.5	0.0	0.0	95	100	210	195	195	194	27.5	2500	210	2752	300	0	0	0	0	2156	0.0	1.0	1.60	100.0	0.0	8.65	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.460	0.00	0.00	12.19	0.0	0.0	0.0	0.0	100.0	14.5	1.86	14.71	2.56	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	23.1	0.0	0.0	95	100	193	200	198	193	27.9	2500	210	2790	300	0	0	0	0	2156	0.0	1.0	2.00	100.0	0.0	8.30	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.482	0.00	0.00	11.81	0.0	0.0	0.0	0.0	100.0	14.5	2.23	14.71	2.58	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	23.7	0.0	0.0	95	100	202	203	194	193	28.3	2500	210	2828	300	0	0	0	0	2156	0.0	1.0	2.40	100.0	0.0	8.69	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.504	0.00	0.00	12.14	0.0	0.0	0.0	0.0	100.0	14.5	2.60	14.71	2.59	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	24.3	0.0	0.0	95	100	198	208	198	208	28.7	2500	210	2866	300	0	0	0	0	2156	0.0	1.0	2.80	100.0	0.0	8.31	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.530	0.00	0.00	11.95	0.0	0.0	0.0	0.0	100.0	14.5	2.97	14.71	2.60	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	25.0	0.0	0.0	95	100	208	196	204	195	29.0	2500	210	2904	300	0	0	0	0	2156	0.0	1.0	3.20	100.0	0.0	8.59	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.554	0.00	0.00	11.84	0.0	0.0	0.0	0.0	100.0	14.5	3.35	14.71	2.62	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	25.6	0.0	0.0	95	100	199	200	191	191	29.4	2500	210	2942	300	0	0	0	0	2156	0.0	1.0	3.60	100.0	0.0	8.48	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.576	0.00	0.00	11.94	0.0	0.0	0.0	0.0	100.0	14.5	3.72	14.71	2.63	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	26.2	0.0	0.0	95	100	195	207	192	202	29.8	2500	210	2980	300	0	0	0	0	2156	0.0	1.0	4.00	100.0	0.0	8.38	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.596	0.00	0.00	12.03	0.0	0.0	0.0	0.0	100.0	14.5	4.09	14.71	2.64	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	26.8	0.0	0.0	95	100	205	205	201	203	30.2	2500	210	3018	300	0	0	0	0	2156	0.0	1.0	4.40	100.0	0.0	8.68	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.616	0.00	0.00	12.12	0.0	0.0	0.0	0.0	100.0	14.5	4.46	14.71	2.66	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	27.4	0.0	0.0	95	100	194	192	209	204	30.6	2500	210	3056	300	0	0	0	0	2156	0.0	1.0	4.80	100.0	0.0	8.69	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.638	0.00	0.00	12.17	0.0	0.0	0.0	0.0	100.0	14.5	4.83	14.71	2.67	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	28.1	0.0	0.0	95	100	193	210	190	206	30.9	2500	210	3094	300	0	0	0	0	2156	0.0	1.0	5.20	100.0	0.0	8.60	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
2.662	0.00	0.00	11.98	0.0	0.0	0.0	0.0	100.0	14.5	5.20	14.71	2.68	11.50	175	1.000	0	9.5	9.5	0.00	0.00	3	0.0	15.0	28.7	0.0	0.0	95	100	195	206	190	206	31.3	2500	210	3132	300	0	0	0	0	2156	0.0	1.0	5.60	100.0	0.0	8.60	8.50	0.0	AP Info:[COBB AP v1.7.2 | 2022 SUBARU WRX MT | Stage 2 + 30% Ethanol]
